index,totalseconds,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13_Row1,Q13_Row2,Q13_Row3,Q13_Row4,Q13_Row5,Q13_Row6,Q13_Row7,Q13_Row8,Q13_Row9,Q13_Row10,Q13_Row11,Q13_Row12,Q13_Row13,Q13_Row14,Q13_Row15,Q13_Row16,Q13_Row17,Q13_Row18,Q13_Row19,Q13_Row20,Q13_Row21,Q13_Row22,Q13_Row23,Q13_Row24,Q13_Row25,Q13_Row26,Q13_Row27,Q13_Row28,Q13_Row29,totalvalue,最后一个基本个案
133,311,2,-3,-3,-3,-3,-3,1,3,1,3,1,1,3,3,2,1,3,2,1,3,3,2,1,1,3,4,2,4,1,4,1,1,4,3,3,1,1,4,3,2,2,76,0
5,178,2,-3,-3,-3,-3,-3,2,3,1,5,1,1,2,2,4,1,3,3,3,4,3,3,1,1,4,4,3,4,2,3,3,1,4,4,5,5,5,3,3,1,4,76,0
180,150,2,-3,-3,-3,-3,-3,1,3,1,5,2,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,2,4,4,4,2,3,2,2,77,0
260,318,2,-3,-3,-3,-3,-3,2,3,1,4,1,1,2,2,2,2,4,3,2,2,3,3,3,4,3,4,3,2,2,3,2,2,2,2,2,4,4,3,3,3,3,77,0
229,246,2,-3,-3,-3,-3,-3,1,3,1,3,1,1,3,4,2,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,3,4,3,4,4,4,4,3,3,1,2,78,0
6,147,2,-3,-3,-3,-3,-3,2,3,1,4,1,1,2,3,3,3,3,3,3,3,3,2,2,1,3,3,2,3,3,4,3,3,3,3,3,5,4,2,3,3,3,78,0
33,184,2,-3,-3,-3,-3,-3,2,3,1,4,1,1,2,3,3,4,4,3,3,3,2,2,3,3,4,4,1,3,1,2,1,3,3,2,3,2,5,3,3,3,3,79,0
84,220,2,-3,-3,-3,-3,-3,2,3,2,4,1,1,3,2,3,2,3,2,2,2,1,3,3,4,3,4,4,5,4,3,2,2,3,2,4,5,5,3,4,4,3,80,0
251,388,2,-3,-3,-3,-3,-3,2,3,1,5,1,1,2,4,2,3,4,2,3,3,3,2,3,2,3,4,2,3,2,3,3,4,3,2,3,3,4,2,3,2,3,80,0
21,121,2,-3,-3,-3,-3,-3,2,3,1,5,2,1,2,3,3,2,3,3,3,3,3,2,3,3,3,3,2,3,2,3,3,3,3,3,3,5,4,3,4,4,3,81,0
26,143,2,-3,-3,-3,-3,-3,2,2,1,5,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,2,3,2,2,82,0
41,240,2,-3,-3,-3,-3,-3,2,3,1,4,1,1,2,2,2,2,3,3,3,3,2,3,2,3,4,4,3,3,3,4,3,3,4,3,3,4,4,3,4,2,2,82,0
76,214,2,-3,-3,-3,-3,-3,1,1,1,5,1,1,4,4,1,3,2,3,1,2,4,5,4,5,4,5,4,3,1,1,4,2,4,4,5,3,5,2,1,1,3,82,0
263,245,2,-3,-3,-3,-3,-3,1,3,1,5,1,1,3,2,2,2,2,4,2,4,2,2,2,3,4,4,2,4,3,3,2,2,2,2,2,2,2,2,2,4,4,82,0
42,237,2,-3,-3,-3,-3,-3,2,3,1,4,1,1,2,2,2,2,3,3,3,3,2,3,3,3,4,4,3,3,3,3,3,3,4,3,3,3,4,3,3,3,2,83,0
11,100,2,-3,-3,-3,-3,-3,2,2,1,4,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,4,4,3,3,3,3,83,0
13,122,2,-3,-3,-3,-3,-3,2,2,1,4,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,4,4,3,3,3,3,83,0
213,132,2,-3,-3,-3,-3,-3,1,5,1,4,1,1,3,2,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,83,0
285,231,1,2,2,1,1,2,-3,-3,-3,-3,-3,-3,3,3,3,2,3,3,3,3,3,2,2,3,3,4,2,4,2,3,3,3,3,2,3,3,2,2,3,3,3,83,0
298,109,1,2,3,1,2,2,-3,-3,-3,-3,-3,-3,2,2,2,1,4,3,3,3,3,3,3,3,4,3,4,3,3,4,3,3,2,2,3,2,4,3,3,3,3,84,0
177,88,2,-3,-3,-3,-3,-3,1,3,1,3,2,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,84,0
4,160,2,-3,-3,-3,-3,-3,2,3,1,5,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,85,0
38,194,2,-3,-3,-3,-3,-3,2,3,1,4,1,1,3,3,3,3,3,4,3,4,2,2,2,3,3,4,2,4,2,3,3,2,3,4,4,3,4,3,3,3,4,85,0
155,180,2,-3,-3,-3,-3,-3,1,3,1,2,1,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,86,0
57,187,2,-3,-3,-3,-3,-3,2,3,1,2,1,1,3,3,2,2,4,3,2,2,3,2,3,4,5,4,3,3,4,4,3,4,5,4,4,4,5,3,2,1,3,86,0
64,200,2,-3,-3,-3,-3,-3,1,3,1,4,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,3,2,3,2,4,3,3,3,3,86,0
68,90,2,-3,-3,-3,-3,-3,2,3,1,2,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,86,0
140,72,1,2,3,1,2,2,-3,-3,-3,-3,-3,-3,4,3,3,3,3,3,4,4,3,2,2,3,3,3,2,2,3,3,3,3,3,3,3,3,4,3,3,3,4,86,0
97,320,2,-3,-3,-3,-3,-3,2,3,1,4,1,1,3,3,3,3,4,4,3,3,3,3,3,4,4,4,3,3,3,2,2,3,4,4,3,4,5,3,3,2,2,87,0
88,107,2,-3,-3,-3,-3,-3,2,1,1,4,1,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,4,3,3,3,3,3,3,2,2,4,3,3,3,3,87,0
23,110,2,-3,-3,-3,-3,-3,2,3,1,4,2,1,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,87,0
178,114,2,-3,-3,-3,-3,-3,1,3,1,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,87,0
268,131,1,1,2,1,2,2,-3,-3,-3,-3,-3,-3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,87,0
62,193,2,-3,-3,-3,-3,-3,1,1,1,4,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,87,0
46,204,2,-3,-3,-3,-3,-3,2,2,1,4,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,2,4,3,87,0
143,249,1,1,2,1,2,2,-3,-3,-3,-3,-3,-3,3,2,2,2,3,3,4,3,3,4,3,2,2,3,3,4,2,3,4,4,3,4,2,2,4,2,3,3,3,87,0
83,256,2,-3,-3,-3,-3,-3,2,3,1,4,1,1,3,3,3,3,3,3,3,3,3,4,4,4,3,4,3,4,3,2,4,4,3,3,4,4,5,2,2,3,3,87,0
258,278,2,-3,-3,-3,-3,-3,2,3,1,4,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,87,0
95,302,2,-3,-3,-3,-3,-3,2,2,4,2,1,1,2,4,2,4,4,2,4,3,3,2,2,3,4,4,3,3,2,4,3,2,4,3,2,2,4,2,3,2,3,87,0
165,384,2,-3,-3,-3,-3,-3,1,3,1,1,1,1,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,4,4,4,3,3,3,3,87,0
286,147,1,2,2,1,1,2,-3,-3,-3,-3,-3,-3,3,3,2,2,4,2,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,2,2,88,0
232,265,2,-3,-3,-3,-3,-3,1,3,1,2,1,1,3,4,4,3,4,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,88,0
173,74,2,-3,-3,-3,-3,-3,1,1,1,2,1,1,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,88,0
43,222,2,-3,-3,-3,-3,-3,2,1,1,2,1,1,3,4,2,4,4,4,3,3,3,2,2,3,4,4,2,4,3,3,3,2,4,2,3,4,4,2,4,3,4,88,0
271,104,1,1,2,1,2,2,-3,-3,-3,-3,-3,-3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,89,0
24,151,2,-3,-3,-3,-3,-3,2,3,1,5,1,1,3,3,2,4,3,3,3,3,3,3,2,3,3,3,3,4,3,4,3,4,4,4,3,4,4,2,3,4,3,89,0
153,159,2,-3,-3,-3,-3,-3,1,3,1,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,3,3,3,3,3,89,0
183,167,2,-3,-3,-3,-3,-3,1,3,1,4,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,4,3,3,3,3,89,0
158,210,2,-3,-3,-3,-3,-3,1,3,1,2,1,1,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,89,0
220,232,2,-3,-3,-3,-3,-3,1,1,1,2,1,1,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,89,0
294,57,1,2,2,1,1,2,-3,-3,-3,-3,-3,-3,4,4,4,4,4,4,4,4,4,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2,2,3,3,3,3,89,0
302,106,1,2,3,1,2,2,-3,-3,-3,-3,-3,-3,3,3,2,2,4,3,4,2,3,4,3,4,2,4,4,2,2,4,2,4,4,3,3,3,4,3,3,3,4,89,0
19,129,2,-3,-3,-3,-3,-3,2,3,1,4,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,4,4,89,0
303,147,1,2,2,1,2,2,-3,-3,-3,-3,-3,-3,3,3,2,2,4,3,3,3,5,3,3,4,4,3,3,4,4,2,3,4,3,3,2,3,4,2,2,3,3,90,0
249,364,2,-3,-3,-3,-3,-3,1,3,1,4,1,1,3,3,3,3,2,2,3,3,3,2,3,4,3,3,3,3,4,3,3,3,4,4,2,2,3,3,3,3,3,90,0
47,252,2,-3,-3,-3,-3,-3,2,4,1,2,1,1,3,3,2,3,4,3,3,3,2,3,3,4,3,3,3,3,3,3,3,2,4,4,4,2,4,4,4,3,4,90,0
276,113,1,1,2,1,2,2,-3,-3,-3,-3,-3,-3,2,4,3,1,4,3,4,4,3,3,3,3,3,3,3,3,3,3,4,4,1,3,3,3,3,3,3,3,5,90,0
163,251,2,-3,-3,-3,-3,-3,1,3,1,4,1,1,4,4,3,3,4,3,3,3,3,3,3,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,91,0
87,266,2,-3,-3,-3,-3,-3,1,3,1,4,1,1,2,3,3,3,4,4,3,3,3,2,3,4,4,4,3,3,4,3,3,3,4,2,3,3,4,3,3,4,3,91,0
235,275,2,-3,-3,-3,-3,-3,1,3,1,4,1,1,3,3,3,3,3,3,3,3,3,4,4,3,4,3,5,3,2,2,3,3,3,2,4,3,3,4,4,3,4,91,0
92,295,2,-3,-3,-3,-3,-3,1,3,1,4,1,1,2,3,2,2,4,3,3,3,2,2,2,3,2,4,2,4,4,4,3,3,4,3,2,2,2,3,4,4,4,91,0
16,110,2,-3,-3,-3,-3,-3,2,3,1,4,1,1,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,4,3,3,2,4,3,3,3,3,92,0
279,122,1,2,2,1,1,2,-3,-3,-3,-3,-3,-3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,92,0
289,206,1,2,2,1,1,2,-3,-3,-3,-3,-3,-3,4,4,3,3,4,4,4,4,3,3,3,3,3,4,3,3,2,3,3,3,3,4,3,3,4,2,3,3,3,92,0
243,333,2,-3,-3,-3,-3,-3,2,3,1,4,1,1,3,4,3,3,3,3,3,4,4,3,3,4,3,4,3,3,4,4,3,4,3,2,3,3,3,2,3,2,3,92,0
181,160,2,-3,-3,-3,-3,-3,1,1,1,4,1,1,3,3,3,3,4,3,4,3,3,4,3,2,4,4,2,3,3,3,3,3,3,4,3,3,4,3,3,4,4,92,0
238,227,2,-3,-3,-3,-3,-3,2,3,1,4,1,1,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,92,0
190,232,2,-3,-3,-3,-3,-3,1,3,1,4,1,1,3,4,2,3,4,4,4,4,3,3,3,3,2,4,3,3,3,2,2,3,4,4,3,3,4,2,4,4,4,92,0
236,280,2,-3,-3,-3,-3,-3,1,3,1,3,1,1,3,3,3,4,4,4,3,3,4,3,4,3,4,3,4,3,3,4,2,3,3,4,4,4,5,3,4,5,2,93,0
223,161,2,-3,-3,-3,-3,-3,1,3,1,5,1,1,4,4,3,3,4,3,3,3,4,3,3,2,3,3,3,4,3,4,3,3,4,4,3,4,4,3,3,4,3,93,0
299,299,1,2,2,1,1,2,-3,-3,-3,-3,-3,-3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,3,93,0
291,322,1,1,2,1,2,2,-3,-3,-3,-3,-3,-3,3,3,3,3,3,4,3,4,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,93,0
12,87,2,-3,-3,-3,-3,-3,2,3,1,4,1,1,3,3,3,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,4,4,3,3,2,2,4,3,3,3,3,93,0
96,312,2,-3,-3,-3,-3,-3,2,3,1,4,1,1,3,4,3,4,4,5,5,4,3,1,2,1,3,3,1,3,3,4,3,3,4,4,3,3,4,4,3,4,4,93,0
167,439,2,-3,-3,-3,-3,-3,1,3,1,4,1,1,3,3,4,2,4,4,3,3,4,3,4,3,4,4,2,4,4,4,3,2,3,3,4,4,4,3,3,4,4,93,0
107,172,2,-3,-3,-3,-3,-3,2,3,1,5,1,1,2,4,1,3,5,4,3,3,2,2,3,2,5,5,3,5,1,3,2,4,3,4,4,5,4,4,5,5,5,93,0
111,178,2,-3,-3,-3,-3,-3,2,3,1,4,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,93,0
224,187,2,-3,-3,-3,-3,-3,1,3,1,3,1,1,3,3,2,3,5,5,3,3,2,4,4,4,4,4,2,4,2,4,5,4,2,4,2,4,3,2,3,2,2,94,0
150,114,1,1,2,1,2,2,-3,-3,-3,-3,-3,-3,4,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,3,3,3,3,3,3,3,94,0
17,142,2,-3,-3,-3,-3,-3,2,4,1,4,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,2,2,2,4,3,3,3,94,0
45,178,2,-3,-3,-3,-3,-3,2,3,2,4,1,1,4,4,4,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,3,3,3,3,3,94,0
160,207,2,-3,-3,-3,-3,-3,1,3,1,4,1,1,4,4,4,4,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,94,0
166,411,2,-3,-3,-3,-3,-3,1,3,1,5,1,1,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,4,3,3,4,3,3,4,3,94,0
151,131,2,-3,-3,-3,-3,-3,1,3,1,4,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,94,0
30,164,2,-3,-3,-3,-3,-3,2,3,1,2,1,1,3,4,2,2,4,4,4,4,3,3,3,2,3,4,2,4,4,4,4,2,4,3,2,2,4,2,3,3,4,94,0
131,299,2,-3,-3,-3,-3,-3,2,4,2,4,1,1,2,3,2,3,4,3,3,3,2,3,2,4,4,4,3,4,4,3,2,3,3,4,3,1,3,4,3,4,4,94,0
295,126,1,2,2,1,1,2,-3,-3,-3,-3,-3,-3,3,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,95,0
56,168,2,-3,-3,-3,-3,-3,1,3,1,4,1,1,2,3,4,2,3,5,5,3,4,3,5,4,3,4,3,4,4,3,3,5,3,2,2,3,5,3,2,2,3,95,0
82,248,2,-3,-3,-3,-3,-3,1,3,1,5,1,1,2,3,2,2,4,3,2,2,3,3,3,4,4,4,3,4,4,4,4,3,3,3,2,1,2,4,3,3,3,95,0
37,200,2,-3,-3,-3,-3,-3,2,3,1,4,2,1,3,3,3,3,4,3,3,3,4,3,4,3,4,4,3,4,4,4,3,3,4,3,4,5,3,3,3,4,4,95,0
81,254,2,-3,-3,-3,-3,-3,1,3,1,4,1,1,4,3,3,2,4,4,3,4,3,2,3,4,3,4,2,4,2,4,2,4,4,3,4,2,2,2,4,4,4,95,0
86,176,2,-3,-3,-3,-3,-3,2,3,1,5,1,1,3,4,3,4,3,4,5,4,3,3,2,4,4,5,2,3,4,4,3,4,4,4,3,5,5,3,4,2,3,96,0
89,251,2,-3,-3,-3,-3,-3,2,1,1,5,1,1,3,4,4,4,4,3,4,4,3,3,3,4,4,3,2,2,4,4,3,3,4,3,3,4,4,4,3,4,3,96,0
182,167,2,-3,-3,-3,-3,-3,1,1,1,4,1,1,4,3,3,3,3,4,3,3,3,4,4,3,3,4,3,3,3,4,3,3,3,4,4,3,4,3,3,5,5,96,0
15,123,2,-3,-3,-3,-3,-3,2,3,1,2,1,1,3,4,4,4,4,4,4,4,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,4,3,97,0
191,215,2,-3,-3,-3,-3,-3,1,3,1,4,1,1,3,3,4,3,4,4,4,3,4,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,97,0
287,194,1,2,2,1,1,2,-3,-3,-3,-3,-3,-3,3,4,2,5,5,4,4,4,4,3,3,3,4,4,2,2,2,2,3,4,4,2,4,2,4,4,4,4,4,97,0
94,310,2,-3,-3,-3,-3,-3,2,3,1,4,1,1,3,2,2,2,4,3,4,4,4,3,3,4,4,4,2,4,4,3,4,4,3,4,3,4,2,2,4,4,4,97,0
240,317,2,-3,-3,-3,-3,-3,2,3,1,5,1,1,4,4,4,3,3,4,3,3,3,3,3,3,3,4,3,4,4,3,3,3,3,3,3,3,3,3,4,4,4,97,0
48,364,2,-3,-3,-3,-3,-3,2,2,1,4,1,1,3,3,3,3,4,3,3,3,4,3,3,3,4,4,3,4,4,4,3,4,3,3,3,2,4,3,3,4,4,97,0
269,399,1,1,2,1,2,2,-3,-3,-3,-3,-3,-3,3,2,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,3,3,2,3,3,3,3,2,98,0
100,115,2,-3,-3,-3,-3,-3,1,3,1,4,1,1,3,4,4,4,4,4,4,4,4,4,4,4,3,2,1,3,4,3,4,2,3,4,3,4,4,4,4,4,3,98,0
214,118,2,-3,-3,-3,-3,-3,1,1,1,2,1,1,3,3,3,3,4,3,4,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,98,0
280,133,1,2,2,1,2,2,-3,-3,-3,-3,-3,-3,3,4,2,5,5,5,4,4,3,2,3,4,4,4,2,3,3,4,4,3,3,4,4,2,3,2,3,3,3,98,0
54,155,2,-3,-3,-3,-3,-3,2,3,4,5,1,1,4,3,3,4,4,4,4,4,3,4,3,3,4,4,4,4,3,3,3,3,4,4,4,4,3,3,3,3,3,98,0
25,163,2,-3,-3,-3,-3,-3,2,3,1,4,1,1,3,4,4,3,4,3,3,3,4,4,3,2,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,98,0
118,200,2,-3,-3,-3,-3,-3,1,5,1,4,1,1,3,4,3,2,4,3,4,4,3,3,4,4,4,4,5,3,2,3,3,3,4,3,3,3,4,3,4,4,4,98,0
228,212,2,-3,-3,-3,-3,-3,2,3,1,1,1,1,4,4,3,3,3,3,3,3,3,3,3,4,4,4,2,4,4,3,4,3,3,3,3,1,3,3,3,4,4,98,0
119,213,2,-3,-3,-3,-3,-3,2,1,1,5,1,1,4,3,3,3,4,4,4,4,3,3,3,3,3,3,2,4,4,3,3,4,4,3,3,4,3,4,4,4,4,98,0
73,219,2,-3,-3,-3,-3,-3,1,3,1,4,1,1,4,4,4,4,4,3,3,2,3,2,3,4,3,3,2,4,4,4,3,4,4,4,3,2,4,3,3,4,4,98,0
128,281,2,-3,-3,-3,-3,-3,2,3,1,5,1,1,2,4,4,2,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,4,4,4,4,4,2,4,2,4,98,0
55,161,2,-3,-3,-3,-3,-3,2,3,1,4,1,1,4,3,4,4,3,4,3,4,4,3,5,3,3,3,2,4,3,5,4,3,3,4,4,3,3,4,3,3,3,99,0
114,169,2,-3,-3,-3,-3,-3,2,3,1,4,1,1,4,3,4,3,4,4,4,3,4,3,4,3,4,4,2,3,4,4,3,4,4,4,3,4,4,3,3,4,3,99,0
138,402,2,-3,-3,-3,-3,-3,2,3,1,4,1,1,3,3,4,2,4,3,3,4,4,3,3,3,3,3,3,4,4,4,3,4,4,4,2,2,4,3,4,4,3,99,0
267,89,1,1,2,1,2,2,-3,-3,-3,-3,-3,-3,4,4,3,3,4,3,4,4,4,3,4,3,4,3,4,3,3,4,3,4,3,4,4,3,4,4,3,4,3,99,0
98,102,2,-3,-3,-3,-3,-3,2,3,1,4,2,1,3,3,3,2,4,4,3,4,3,3,3,4,3,3,2,4,4,4,4,4,4,4,3,2,2,3,3,3,4,99,0
185,181,2,-3,-3,-3,-3,-3,1,3,1,5,1,1,3,4,3,4,4,3,3,3,3,3,3,3,4,4,3,4,4,4,3,3,3,3,3,2,2,4,3,3,4,99,0
